ids,name,subscriberCount,viewCount,videoCount,description,creation,country,thumbnail,idPlaylist
UCooeX2CNOSMapJSPDbimq2A,Zaag_tv,34,1048,91,"Je suis Vtuber/Vstreamer. Je poste les rediffusions de mes lives et poste quelques vidéos.
",2016-04-05,FR,https://yt3.ggpht.com/GRXmYE-_4MclQ8mp0_czCr7qQ383R1bSHPmQ60pS0pb3GqI8T-AE8yJfRxLeRmuZCpGZUykFOfs=s88-c-k-c0x00ffffff-no-rj,UUooeX2CNOSMapJSPDbimq2A
UCjwtoE_ml1l_goCThPiDhaQ,Tetza,20,0,0,"Nouvelle Vtuber FR, je me prénomme Tetza, elfe des étoiles.
J'espère vivre des aventures palpitantes au sein de cette plateforme si chère à mon cœur qu'est Youtube.
Gaming, classique mais je suis là avant tout pour passer du temps à faire ce que j'aime.
Bonne journée ensoleillée à vous tous petites étoiles ^^ 
",2014-11-28,FR,https://yt3.ggpht.com/jcOE_JPE-VU-JEwTB7aeUrLTsT3CWo2KOlcIOZlE20bcVCBiATEjRbNn6rsIdSOtRSEj_JzHnmc=s88-c-k-c0x00ffffff-no-rj,UUjwtoE_ml1l_goCThPiDhaQ
UCkjk6RmlOLefxsIo9wl5HmA,Oneami,2,28,1,,2021-11-15,None,https://yt3.ggpht.com/AjnpM95KH8rpEMYUAP5gaygT_ErQN1T-7R_t-3tUs99YzuxpTw8M-IKfkT4LfXCguIBxrc95SPU=s88-c-k-c0x00ffffff-no-rj,UUkjk6RmlOLefxsIo9wl5HmA
UCood5v4y5hvAALy0jlQKXgg,AltamicseuH,15,47,25,,2021-08-20,None,https://yt3.ggpht.com/qko5_MM4p2X3HPbBD9DhHlGZE9gqSFCXkGQ2adrWowTGxBIJ-xHR9Pzj_EkUaV1KSBwMDCc0=s88-c-k-c0x00ffffff-no-rj,UUood5v4y5hvAALy0jlQKXgg
UCsqbFlEj8-FWx9i7OMZj80w,Cain,28,3236,60,,2014-04-12,None,https://yt3.ggpht.com/jB0WQxRd3x1J9O3RG31GxblJpCyDIiniM0FD1xztICO9hNAro-PMsT057emikVN-sgNFAjs0=s88-c-k-c0x00ffffff-no-rj,UUsqbFlEj8-FWx9i7OMZj80w
UCq5VeR_ztwqa8_dw5EWUAvA,Myuz,6,61,2,"VTuber FR qui joue a des jeux !


",2021-03-29,None,https://yt3.ggpht.com/AxXJvUgaRupVNaJBhXWGjYnAiJ9QqILtb1T7D_X5Y5eunvAK_3i_BAL9dXlb3bl07HC28CMkWw=s88-c-k-c0x00ffffff-no-rj,UUq5VeR_ztwqa8_dw5EWUAvA
UCvbY7FSvvVYwNS7GF7as0qw,Sunji,67,6500,18,"Bienvenu sur cette chaîne !!! Je m'appelle Sunji Tran, je suis Vtuber Fr (Youtubeuse virtuelle) et passionnée de cultures asiatiques. Vous trouverez ici conseils et astuces concernant l'Asie ou pas, des surprises pour les fans de Dramas, K-pop et des Threads, histoires vraies, disparitions.
Je diviserai tout ça en plusieurs catégories.
J'espère que vous vous amuserez ici. N'hésitez pas à vous abonner et recommander cette chaîne. Et surtout laissez moi des commentaires si vous souhaitez que je traite d'un sujet en particulier.
",2021-04-13,FR,https://yt3.ggpht.com/ytc/AKedOLQMnL5j9WNImI8UxRMMehF1ZKvvc4Z2J-5UwLVI=s88-c-k-c0x00ffffff-no-rj,UUvbY7FSvvVYwNS7GF7as0qw
UCjlJE8kOzhCN1Ks2kna37FA,CristoVOD,9,52,3,,2021-02-11,None,https://yt3.ggpht.com/7buxXOCKEb1abf3EqYSUcoRVToucxS75bdjGqiBtDAeJEBxc1u_mdcebqGQLItDT2AucGTuA=s88-c-k-c0x00ffffff-no-rj,UUjlJE8kOzhCN1Ks2kna37FA
UCyAEjbLOLtAa0KXrxUZWZRw,Düelinde,18,303,7,,2021-06-13,None,https://yt3.ggpht.com/lNdmnoAbGD2w7ZsiXfoKxxUJqqSJoFcvMgRlYykYg8IlJapZgAbXIIxtSJML7SS-PaWy_VawLQ=s88-c-k-c0x00ffffff-no-rj,UUyAEjbLOLtAa0KXrxUZWZRw
UCsa6eWeWxX2Odrogin5cn3Q,Zeraphilyss,3,29,3,"Mon nom ? Dantalion Zeraphilyss. Je voyage à travers les Mondes à bord de mon bateau, l'Altus. Récemment, je me suis intéressé à votre monde. J'espère donc passer un bon moment avec vous, en découvrant et en nous amusant sur divers jeux ou autres, qui sait.

Ici, vous retrouverez surtout best of et scènes coupées des stream.
",2020-12-30,None,https://yt3.ggpht.com/ytc/AKedOLRVPU3iemAaVlQzLrG4YZqcF0VIW17XCqiO_o2H=s88-c-k-c0x00ffffff-no-rj,UUsa6eWeWxX2Odrogin5cn3Q
UCycRV7yLhLk_hL233MnvMpw,Smolly,39,1992,14,"🌆City Night !🌆 #ENVtuber #Vtuber

Hi hi, i am a French Vtuber and i love gaming and fumo!
Making Minecraft map
I usually stream on Twitch before but i have less time so i record and post videos i have in stock

FR/EN Vtuber but semi-active

livetag #smollyfumo
",2018-09-23,FR,https://yt3.ggpht.com/peQsFaGdjmRZcojMuNzML_C95ktMwoKnIHLPWCRc-2fUr5RXGhML64X84kT3Ah7YC_-9nSJJLQI=s88-c-k-c0x00ffffff-no-rj,UUycRV7yLhLk_hL233MnvMpw
UCmpdyYSBSdd4SsjnKy6vwpg,Fawks,17,25,3,"Hey! Bienvenu sur ma chaine.
Ici tu pourras retrouver des vidéos et des redifs de live... 
Enfin, plein de jeu mais surtout une bande d'abrutis qui s'amuse de leurs propres conneries alors hésite pas à te poser pour te marrer avec nous!",2015-07-04,BE,https://yt3.ggpht.com/Zqh3Ft3n5wBURRh26M_Fc2peNA-Mm7f8emmzKHTvna5NL4fbLC0Pu3zASKE6EkDzYUjYvbvmtQ=s88-c-k-c0x00ffffff-no-rj,UUmpdyYSBSdd4SsjnKy6vwpg
UCjNVPF2H4h4MLJoVuVciMwA,Kawa,473,3775,8,"Kawa Fyllo, jeune Elfe au sang mêlé, se mêle à la vie des humains et de leur tradition, dont le streaming",2016-05-27,None,https://yt3.ggpht.com/ytc/AKedOLTiB9MtWrPPbwSYqnLXsipURTujyMFM9V5Gqk71FA=s88-c-k-c0x00ffffff-no-rj,UUjNVPF2H4h4MLJoVuVciMwA
UCsGa6_9aSkc6u8LsU3SK6BA,Tatouga,40,681,26,"Hayo tout le monde !
Je suis Tatouga, une Vtuber FR/ENG, une joueuse d'OW, qui main principalement D.VA et Reinhardt sur PC. Je sais jouer différents tanks et off-tanks. Enfin, je stream en heure européenne, n'hésite pas à venir !

Je suis nouvelle, alors s'il vous plaît soyez indulgents avec moi !

Bye bye ! 
x Tatouga offline x
",2018-05-22,FR,https://yt3.ggpht.com/Nsik6bjjZmNYQdInmaYAVK-xGYYNlijMHXmLrthE-4NUKuqYKcdTktym3YAx65PE88Yjqi1Q=s88-c-k-c0x00ffffff-no-rj,UUsGa6_9aSkc6u8LsU3SK6BA
UCvTPMLVGIok9fylO6-HOvyA,Bloody,256,1184,18,Un Vtuber français,2015-03-25,FR,https://yt3.ggpht.com/OUj_ij2pFJ52vgfIJRMI_VlXNCcWjLMKz_UwomkmVCn-9MmSz-Xq-0vovvoJ4HeMKfOkPttdhw=s88-c-k-c0x00ffffff-no-rj,UUvTPMLVGIok9fylO6-HOvyA
UCozLjSfkLMTLu9R38biUiaQ,Medato,13,3,1,Chaîne pour poster les clips drôles du Youtubeur Medato.,2014-09-18,FR,https://yt3.ggpht.com/hMFoALrxyV0-o2SZy1IQGbDueM81lMyPR4ppq4JT4lA2nKyIjBp2bMhHaSpv6gzNMrjVT2PX=s88-c-k-c0x00ffffff-no-rj,UUozLjSfkLMTLu9R38biUiaQ
UCnpwdsn-bCwbrh4nlz2PODg,Sedeto,87,1178,23,"Hi! I'm Sedeto, french illustrator and graphic designer!

I'm an active Vtuber since february 2021 in french, english and japonese with drawing, singing and gaming activities! You can check more on https://www.twitch.tv/Sedeto

On daytime I work for as manga cover designer. I also work as freelance designer and illustrator.
I love to create books and goods by myself on my free time, and share this passion during illustration and manga events!

You can support my activities on my patreon: https://www.patreon.com/Sedeto
Or just follow my youtube account will make me happy ✨

Vtubie introduction page: https://vtubie.com/sedeto/
",2020-11-03,FR,https://yt3.ggpht.com/ytc/AKedOLSxDZkliRAaYsYtdln2kxUQXmiPP_i374S0M50M=s88-c-k-c0x00ffffff-no-rj,UUnpwdsn-bCwbrh4nlz2PODg
UCvt1ICx5jsNGE8zyEGcPhNQ,SyxSeeGoth,58,2722,96,"Chaîne des diverses VOD des streams de SyxSeeGoth, et des contenus exclusifs tel que des adaptations en français de chansons étrangères liées aux jeux vidéos ou aux animes.",2020-12-08,FR,https://yt3.ggpht.com/K73EkOCDujlsPCF0X7z8KhqQoYuvXPsDjMbwwt938_JeIE_n9pOtcA_DuI4OxhqtOf0NRTig=s88-c-k-c0x00ffffff-no-rj,UUvt1ICx5jsNGE8zyEGcPhNQ
UCqJJmjLvi4D-uVh86W9Raww,MARi☆,461,13699,41,"vtuber et artiste française ☆彡

 
",2020-12-18,FR,https://yt3.ggpht.com/1x98ovELR822VOcv8B4qQ2Vtz0P-eTjLg-dJFx89prXkXqtrXcAxn35X8WjlotNvyLqLsHMcPWg=s88-c-k-c0x00ffffff-no-rj,UUqJJmjLvi4D-uVh86W9Raww
UCjgCZsHVT4s00W6zXm7iTMA,Elios,496,151407,50,"[FR] Je suis un vtuber français, qui a pour grande ambition de m'amuser avec vous, hésitez pas à me rejoindre en stream !
[EN] Im a french vtuber, with the ambition of having with you, don't hesitate to watch my streams !

https://www.twitch.tv/eliosvtuber

",2013-11-24,FR,https://yt3.ggpht.com/ytc/AKedOLShZXQ4p0AlAtoIhPMU08YSFNxxeg7pD4f1LyqeNA=s88-c-k-c0x00ffffff-no-rj,UUjgCZsHVT4s00W6zXm7iTMA
UCrKk1J2HJE5laRwsPb9nPAQ,Nalaza,18,0,0,,2021-04-09,FR,https://yt3.ggpht.com/ytc/AKedOLTYI9qbGR4JnrFGprkkVnPirp11xk5rM32oSExH=s88-c-k-c0x00ffffff-no-rj,UUrKk1J2HJE5laRwsPb9nPAQ
UCpL2hzfT2n-vRQiDu439oBw,Grey,18,35,8,"I'm a French and Polish guy who talk French and English.

This channel is used for re-upload of my twitch stream 
my main channel is : https://www.youtube.com/channel/UC2qaWnoRbqdQJW3_BAyVSLA

Description
I am Grey Wander, a Steampunk femboy bartender Vtuber.
I'm a French and Polish, I talk French and English.

I say that VRChat is my main game but I don't play as much as I want. 
So my main games are VRChat, Hoi4 and Elite: Dangerous

My social links:
Twitch: https://www.twitch.tv/grey_wander/
Twitter: https://twitter.com/wander_grey
Discord: https://discord.gg/kHTMCmueBA
Tiktok: https://www.tiktok.com/@grey_wander
VTubie: https://vtubie.com/grey-wander/

You can tip me money at this link https://streamelements.com/greywander-archives/tip

I make mainly stream on Twitch in English and I repost every stream on this channel.
And when I can't make a stream I post a video on YouTube.


",2018-06-30,FR,https://yt3.ggpht.com/Ee-ah5zjO__hyhMmFBPk25VjIr2iz_gIh2J_qddLtt3NVpf0MQVrm4MZ_SY-GguffVqqHQg_sLY=s88-c-k-c0x00ffffff-no-rj,UUpL2hzfT2n-vRQiDu439oBw
UCiFQKXEqmNCFbizuDR4BMvw,Xenelia,56,2449,3,,2016-12-25,None,https://yt3.ggpht.com/jo9HkUt2VxL1CwDhDvf-T0bZNA2bZzHGynQHi7XsDizv6yH_vS6HhbUCg0hftB0AmbCF4FqE=s88-c-k-c0x00ffffff-no-rj,UUiFQKXEqmNCFbizuDR4BMvw
UCo5b-dZkI4RUp0v_wPh_pqw,sumihina,30,0,0,"sumihina, artist and UEProjectRPG creator.
he/they

• pfp by : me
• banner by : OMOCAT

I'll do something better next time.",2019-04-03,TH,https://yt3.ggpht.com/UYLGtGqEX4G1PnFXjet_MJlkLgLPAuOusOq0tUXzaiVgeFMen_B7hsXrIvtwJBLhEvvVofX7HQ=s88-c-k-c0x00ffffff-no-rj,UUo5b-dZkI4RUp0v_wPh_pqw
UCp80UdXA9E-N49ipddJvqJA,Calmus,84,1203,86,"Hey there ! I'm Calmus, half goat English/French VTuber ! I stream mostly in English but French people are welcome in chat, I'll answer you in French :) I stream chill games, hard ones and many other stuff !!
This channel is where I'll post VODs from my Twitch ! I started streaming here but decided to move on twitch after almost 50 streams, so go follow me there !! 
https://www.twitch.tv/calmusvtuber
For schedules, informations and dumb tweets, go follow my Twitter ! B)
https://twitter.com/CalmusVtuber
And if you want to support the channel, here is my donation link (Thank you !!)
https://streamlabs.com/calmus1
",2021-06-24,US,https://yt3.ggpht.com/lh1GhMYrB5lbS6x5ZQvPIbhkxnUjUm08SOD41nQtngWBKHK1cGk3fzxYtYCnQLJlB29I9uGexVc=s88-c-k-c0x00ffffff-no-rj,UUp80UdXA9E-N49ipddJvqJA
UCpdftC7OejarxWY60Lj50EA,Anges,4,57,42,"Ici je post les rediffusions de ma chaine Twitch !
",2021-11-27,BE,https://yt3.ggpht.com/jPdSLvvk3fFN3TpatRRfRLAe_7hO1vt_338yTr-HcDRTIy3qhbznMOqdUrnyRStq4IUbUDkhFQ=s88-c-k-c0x00ffffff-no-rj,UUpdftC7OejarxWY60Lj50EA
